genotype	PB2	PB1	PA	NP	NAseg	MP	NS	x	name	label_name	Newgenotype
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15063668|Avian|H5N1|2022.266|NorthAmerica|A/snow_goose/North_Dakota/N22-05/2022	A/snow_goose/North_Dakota/N22-05/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004410|Avian|H5N1|2022.277|NorthAmerica|A/chicken/North_Dakota/22-011286-001-original/2022	A/chicken/North_Dakota/22-011286-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004409|Avian|H5N1|2022.274|NorthAmerica|A/chicken/Wisconsin/22-011213-002-original/2022	A/chicken/Wisconsin/22-011213-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431694|Avian|H5N1|2022.255|NorthAmerica|A/turkey/South_Dakota/22-010137-001-original/2022	A/turkey/South_Dakota/22-010137-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102933|Avian|H5N1|2022.293|NorthAmerica|A/goose/Idaho/22-012047-001-original/2022	A/goose/Idaho/22-012047-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004072|Avian|H5N1|2022.263|NorthAmerica|A/duck/Michigan/22-010845-003-original/2022	A/duck/Michigan/22-010845-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16183625|Avian|H5N1|2022.299|NorthAmerica|A/Canada_Goose/AB/FAV-0505-08/2022	A/Canada_Goose/AB/FAV-0505-08/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240161|Avian|H5N1|2022.334|NorthAmerica|A/domestic_goose/Washington/22-014023-001-original/2022	A/domestic_goose/Washington/22-014023-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004403|Avian|H5N1|2022.274|NorthAmerica|A/turkey/Minnesota/22-011140-001-original/2022	A/turkey/Minnesota/22-011140-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13432605|Avian|H5N1|2022.255|NorthAmerica|A/chicken/North_Dakota/22-010141-001-original/2022	A/chicken/North_Dakota/22-010141-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15063618|Avian|H5N1|2022.266|NorthAmerica|A/snow_goose/North_Dakota/N22-06/2022	A/snow_goose/North_Dakota/N22-06/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171470|Avian|H5N1|2022.321|NorthAmerica|A/Lady_Amhersts_pheasant/Wisconsin/22-013061-005-original/2022	A/Lady_Amhersts_pheasant/Wisconsin/22-013061-005-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171400|Avian|H5N1|2022.301|NorthAmerica|A/goose/Minnesota/22-012373-002-original/2022	A/goose/Minnesota/22-012373-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171401|Avian|H5N1|2022.304|NorthAmerica|A/turkey/Minnesota/22-012374-001-original/2022	A/turkey/Minnesota/22-012374-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240519|Avian|H5N1|2022.351|NorthAmerica|A/chicken/Minnesota/22-014503-001-original/2022	A/chicken/Minnesota/22-014503-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171474|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Alaska/22-013107-001-original/2022	A/chicken/Alaska/22-013107-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13285541|Avian|H5N1|2022.249|NorthAmerica|A/turkey/Minnesota/22-009998-001-original/2022	A/turkey/Minnesota/22-009998-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13052723|Canine|H5N1|2022.353|NorthAmerica|A/fox/Minnesota/22-014660-002-original/2022	A/fox/Minnesota/22-014660-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171405|Avian|H5N1|2022.301|NorthAmerica|A/chicken/Wisconsin/22-012376-003-original/2022	A/chicken/Wisconsin/22-012376-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171520|Avian|H5N1|2022.334|NorthAmerica|A/chicken/Washington/22-013763-003-original/2022	A/chicken/Washington/22-013763-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13434407|Avian|H5N1|2022.258|NorthAmerica|A/chicken/Montana/22-010445-001-original/2022	A/chicken/Montana/22-010445-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16101528|Avian|H5N1|2022.282|NorthAmerica|A/chicken/Utah/22-011468-001-original/2022	A/chicken/Utah/22-011468-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171331|Avian|H5N1|2022.296|NorthAmerica|A/chicken/Colorado/22-012308-001-original/2022	A/chicken/Colorado/22-012308-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171330|Avian|H5N1|2022.299|NorthAmerica|A/turkey/Minnesota/22-012287-001-original/2022	A/turkey/Minnesota/22-012287-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171411|Avian|H5N1|2022.312|NorthAmerica|A/chicken/North_Dakota/22-012538-002-original/2022	A/chicken/North_Dakota/22-012538-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13052718|Canine|H5N1|2022.329|NorthAmerica|A/fox/Wisconsin/22-013774-009-original/2022	A/fox/Wisconsin/22-013774-009-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431314|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010126-002-original/2022	A/turkey/Minnesota/22-010126-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171416|Avian|H5N1|2022.315|NorthAmerica|A/chicken/Kansas/22-012741-003-original/2022	A/chicken/Kansas/22-012741-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102172|Avian|H5N1|2022.29|NorthAmerica|A/turkey/Minnesota/22-011789-001-original/2022	A/turkey/Minnesota/22-011789-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431307|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010123-001-original/2022	A/turkey/Minnesota/22-010123-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431306|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010122-002-original/2022	A/turkey/Minnesota/22-010122-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004071|Avian|H5N1|2022.263|NorthAmerica|A/goose/Michigan/22-010845-002-original/2022	A/goose/Michigan/22-010845-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431693|Avian|H5N1|2022.255|NorthAmerica|A/turkey/South_Dakota/22-010135-002-original/2022	A/turkey/South_Dakota/22-010135-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004413|Avian|H5N1|2022.271|NorthAmerica|A/chicken/Minnesota/22-010994-001-original/2022	A/chicken/Minnesota/22-010994-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16023370|Canine|H5N1|2022.34|NorthAmerica|A/Red_Fox/AB/FAV-0835-02/2022	A/Red_Fox/AB/FAV-0835-02/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240165|Avian|H5N1|2022.326|NorthAmerica|A/chicken/Nebraska/22-014140-001-original/2022	A/chicken/Nebraska/22-014140-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13052431|Avian|H5N1|2022.247|NorthAmerica|A/turkey/North_Dakota/22-009978-002-original/2022	A/turkey/North_Dakota/22-009978-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13116131|Avian|H5N1|2022.323|NorthAmerica|A/Chicken/BC/FAV-0346-OS/2022	A/Chicken/BC/FAV-0346-OS/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171455|Avian|H5N1|2022.315|NorthAmerica|A/chicken/Minnesota/22-012932-002-original/2022	A/chicken/Minnesota/22-012932-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431691|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Iowa/22-010132-002-original/2022	A/turkey/Iowa/22-010132-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102265|Avian|H5N1|2022.282|NorthAmerica|A/turkey/Minnesota/22-011795-001-original/2022	A/turkey/Minnesota/22-011795-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13117288|Avian|H5N1|2022.359|NorthAmerica|A/Chicken/BC/FAV-0402-OS/2022	A/Chicken/BC/FAV-0402-OS/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431690|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Iowa/22-010132-001-original/2022	A/turkey/Iowa/22-010132-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13285560|Avian|H5N1|2022.249|NorthAmerica|A/turkey/Iowa/22-010094-002-original/2022	A/turkey/Iowa/22-010094-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004387|Avian|H5N1|2022.268|NorthAmerica|A/turkey/Minnesota/22-010991-002-original/2022	A/turkey/Minnesota/22-010991-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004388|Avian|H5N1|2022.268|NorthAmerica|A/turkey/Minnesota/22-010992-001-original/2022	A/turkey/Minnesota/22-010992-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16190761|Avian|H5N1|2022.408|NorthAmerica|A/American_Crow/AB/FAV-0833-16/2022	A/American_Crow/AB/FAV-0833-16/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15077371|Avian|H5N1|2022.282|NorthAmerica|A/chicken/Idaho/22-011347-004-original/2022	A/chicken/Idaho/22-011347-004-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171329|Avian|H5N1|2022.299|NorthAmerica|A/turkey/Minnesota/22-012286-002-original/2022	A/turkey/Minnesota/22-012286-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16003268|OtherMammal|H5N1|2022.375|NorthAmerica|A/Skunk/MB/FAV-470/2022	A/Skunk/MB/FAV-470/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15077375|Avian|H5N1|2022.293|NorthAmerica|A/red-shouldered_hawk/Minnesota/22-012000-004-original/2022	A/red-shouldered_hawk/Minnesota/22-012000-004-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004392|Avian|H5N1|2022.271|NorthAmerica|A/chicken/Minnesota/22-010994-002-original/2022	A/chicken/Minnesota/22-010994-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171332|Avian|H5N1|2022.296|NorthAmerica|A/chicken/Colorado/22-012308-002-original/2022	A/chicken/Colorado/22-012308-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13285536|Avian|H5N1|2022.249|NorthAmerica|A/turkey/Iowa/22-009986-001-original/2022	A/turkey/Iowa/22-009986-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102928|Avian|H5N1|2022.296|NorthAmerica|A/chicken/Montana/22-012040-001-original/2022	A/chicken/Montana/22-012040-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102929|Avian|H5N1|2022.296|NorthAmerica|A/mallard/Montana/22-012040-005-original/2022	A/mallard/Montana/22-012040-005-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15078240|Avian|H5N1|2022.315|NorthAmerica|A/Coopers_hawk/Minnesota/22-012931-001-original/2022	A/Coopers_hawk/Minnesota/22-012931-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171475|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Alaska/22-013107-002-original/2022	A/chicken/Alaska/22-013107-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15078241|Avian|H5N1|2022.304|NorthAmerica|A/bald_eagle/Wyoming/22-013015-001-original/2022	A/bald_eagle/Wyoming/22-013015-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004398|Avian|H5N1|2022.274|NorthAmerica|A/chicken/Michigan/22-011121-001-original/2022	A/chicken/Michigan/22-011121-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004059|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010654-001-original/2022	A/turkey/Minnesota/22-010654-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13434418|Avian|H5N1|2022.258|NorthAmerica|A/chicken/Montana/22-010445-003-original/2022	A/chicken/Montana/22-010445-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16244023|Avian|H5N1|2022.373|NorthAmerica|A/chicken/Wyoming/22-015810-002-original/2022	A/chicken/Wyoming/22-015810-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13285548|Avian|H5N1|2022.249|NorthAmerica|A/turkey/Minnesota/22-009999-002-original/2022	A/turkey/Minnesota/22-009999-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102167|Avian|H5N1|2022.293|NorthAmerica|A/guinea_fowl/Idaho/22-011775-001-original/2022	A/guinea_fowl/Idaho/22-011775-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13431313|Avian|H5N1|2022.255|NorthAmerica|A/turkey/Minnesota/22-010126-001-original/2022	A/turkey/Minnesota/22-010126-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15078251|Canine|H5N1|2022.419|NorthAmerica|A/red_fox/North_Dakota/22-017354-001-original/2022	A/red_fox/North_Dakota/22-017354-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15078252|OtherMammal|H5N1|2022.433|NorthAmerica|A/raccoon/Washington/22-018406-002-original/2022	A/raccoon/Washington/22-018406-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16023449|OtherMammal|H5N1|2022.337|NorthAmerica|A/Skunk/AB/FAV-0835-07/2022	A/Skunk/AB/FAV-0835-07/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171488|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Minnesota/22-013222-001-original/2022	A/chicken/Minnesota/22-013222-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171419|Avian|H5N1|2022.315|NorthAmerica|A/chicken/Nebraska/22-012756-001-original/2022	A/chicken/Nebraska/22-012756-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004412|Avian|H5N1|2022.279|NorthAmerica|A/chicken/Wisconsin/22-011334-003-original/2022	A/chicken/Wisconsin/22-011334-003-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240885|Avian|H5N1|2022.356|NorthAmerica|A/chicken/Wisconsin/22-014859-001-original/2022	A/chicken/Wisconsin/22-014859-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13052724|Canine|H5N1|2022.351|NorthAmerica|A/fox/Minnesota/22-014661-001-original/2022	A/fox/Minnesota/22-014661-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16244008|Avian|H5N1|2022.37|NorthAmerica|A/duck/Idaho/22-015410-002-original/2022	A/duck/Idaho/22-015410-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15078247|Canine|H5N1|2022.342|NorthAmerica|A/fox/Wisconsin/22-014746-030-original/2022	A/fox/Wisconsin/22-014746-030-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_13432604|Avian|H5N1|2022.255|NorthAmerica|A/turkey/South_Dakota/22-010139-002-original/2022	A/turkey/South_Dakota/22-010139-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16244011|Avian|H5N1|2022.362|NorthAmerica|A/duck/Colorado/22-015599-001-original/2022	A/duck/Colorado/22-015599-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171498|Avian|H5N1|2022.332|NorthAmerica|A/chicken/Illinois/22-013392-001-original/2022	A/chicken/Illinois/22-013392-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16102264|Avian|H5N1|2022.288|NorthAmerica|A/turkey/Minnesota/22-011794-002-original/2022	A/turkey/Minnesota/22-011794-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16189978|Avian|H5N1|2022.323|NorthAmerica|A/Canada_Goose/AB/FAV-0505-31/2022	A/Canada_Goose/AB/FAV-0505-31/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_17964978|Avian|H5N1|2023.274|NorthAmerica|A/turkey_vulture/Montana/23-016828-001-original/2023	A/turkey_vulture/Montana/23-016828-001-original/2023_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16101524|Avian|H5N1|2022.277|NorthAmerica|A/turkey/Minnesota/22-011338-001-original/2022	A/turkey/Minnesota/22-011338-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171328|Avian|H5N1|2022.299|NorthAmerica|A/turkey/Minnesota/22-012286-001-original/2022	A/turkey/Minnesota/22-012286-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16297370|Avian|H5N1|2022.773|NorthAmerica|A/turkey/California/22-032159-001-original/2022	A/turkey/California/22-032159-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15844573|Avian|H5N1|2022.277|NorthAmerica|A/Broiler_Chicken/BC/FAV-0228/2022_H5N1	A/Broiler_Chicken/BC/FAV-0228/2022_H5N1_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004386|Avian|H5N1|2022.268|NorthAmerica|A/turkey/Minnesota/22-010991-001-original/2022	A/turkey/Minnesota/22-010991-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16190673|Avian|H5N1|2022.408|NorthAmerica|A/Chicken/AB/FAV-0832/2022	A/Chicken/AB/FAV-0832/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171466|Avian|H5N1|2022.321|NorthAmerica|A/chicken/Montana/22-013056-002-original/2022	A/chicken/Montana/22-013056-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240466|Avian|H5N1|2022.353|NorthAmerica|A/chicken/Washington/22-014449-001-original/2022	A/chicken/Washington/22-014449-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16101527|Avian|H5N1|2022.282|NorthAmerica|A/chicken/Idaho/22-011347-002-original/2022	A/chicken/Idaho/22-011347-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16240476|Avian|H5N1|2022.353|NorthAmerica|A/chicken/Washington/22-014449-002-original/2022	A/chicken/Washington/22-014449-002-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16171510|Avian|H5N1|2022.326|NorthAmerica|A/turkey/South_Dakota/22-013454-001-original/2022	A/turkey/South_Dakota/22-013454-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_16244026|Avian|H5N1|2022.378|NorthAmerica|A/chicken/Wisconsin/22-015940-001-original/2022	A/chicken/Wisconsin/22-015940-001-original/2022_{G13}	G2
G13	NorthAme	2.3.4.4b	2.3.4.4b	NorthAme	N1	2.3.4.4b	2.3.4.4b	308	EPI_ISL_15004393|Avian|H5N1|2022.268|NorthAmerica|A/turkey/Minnesota/22-010995-001-original/2022	A/turkey/Minnesota/22-010995-001-original/2022_{G13}	G2
