name	clade
A/chicken/Egypt/1034/2010|EPI_ISL_80430|A_/_H5N1||2010-02-02	2.2
A/chicken/Egypt/1035/2010|EPI_ISL_80431|A_/_H5N1||2010-02-01	2.2
A/duck/Egypt/1063s/2010|EPI_ISL_80460|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/pt49/2014|EPI_ISL_197444|A_/_H5N1||2014-01-01	2.2
A/chicken/Egypt/1090/2010|EPI_ISL_98208|A_/_H5N1||2010-06-08	2.2
A/duck/Egypt/1046SF/2010|EPI_ISL_98212|A_/_H5N1||2010-02-24	2.2
A/duck/Egypt/SHMK-2203/2010|EPI_ISL_129229|A_/_H5N1||2010-03-28	2.2
A/chicken/Egypt/3982-2/2010|EPI_ISL_81487|A_/_H5N1||2010-01-25	2.2
A/chicken/Egypt/1197AG/2011|EPI_ISL_98150|A_/_H5N1||2011-02-19	2.2
A/chicken/Egypt/1156S/2011|EPI_ISL_98168|A_/_H5N1||2011-01-12	2.2
A/duck/Egypt/10283SF/2010|EPI_ISL_98191|A_/_H5N1||2010-09-16	2.2
A/duck/Egypt/3982-12/2010|EPI_ISL_81493|A_/_H5N1||2010-04-13	2.2
A/chicken/Egypt/10117/2010|EPI_ISL_98193|A_/_H5N1||2010-09-09	2.2
A/duck/Egypt/1130AG/2011|EPI_ISL_98175|A_/_H5N1||2011-01-09	2.2
A/turkey/Egypt/10453F/2010|EPI_ISL_98195|A_/_H5N1||2010-08-08	2.2
A/emu/Israel/552/2010|EPI_ISL_84599|A_/_H5N1||2010-05-01	2.2
A/turkey/Egypt/112694V/2011|EPI_ISL_98122|A_/_H5N1||2011-04-20	2.2
A/Egypt/N02554/2010|EPI_ISL_74310|A_/_H5N1||2010-02-23	2.2
A/chicken/Egypt/10432S/2010|EPI_ISL_98202|A_/_H5N1||2010-07-13	2.2
A/chicken/Egypt/1052g/2010|EPI_ISL_80451|A_/_H5N1||2010-02-01	2.2
A/Egypt/N03071/2010|EPI_ISL_74312|A_/_H5N1||2010-03-03	2.2
A/chicken/Egypt/10264AG/2010|EPI_ISL_98197|A_/_H5N1||2010-08-04	2.2
A/duck/Egypt/10255AG/2010|EPI_ISL_98200|A_/_H5N1||2010-07-20	2.2
A/chicken/Egypt/115/2011|EPI_ISL_98177|A_/_H5N1||2011-01-05	2.2
A/chicken/Egypt/1115S/2011|EPI_ISL_98178|A_/_H5N1||2011-01-05	2.2
A/chicken/Egypt/119S/2011|EPI_ISL_98180|A_/_H5N1||2011-01-04	2.2
A/Egypt/N05912/2009|EPI_ISL_74318|A_/_H5N1||2009-06-16	2.2
A/Egypt/N07908/2009|EPI_ISL_74320|A_/_H5N1||2009-07-30	2.2
A/duck/Egypt/10157s/2010|EPI_ISL_80458|A_/_H5N1||2010-03-01	2.2
A/Egypt/N00270/2010|EPI_ISL_74304|A_/_H5N1||2010-01-12	2.2
A/Egypt/N08835/2009|EPI_ISL_74321|A_/_H5N1||2009-08-01	2.2
A/Egypt/N02038/2010|EPI_ISL_74308|A_/_H5N1||2010-02-15	2.2
A/Egypt/N07392/2009|EPI_ISL_74319|A_/_H5N1||2009-07-25	2.2
A/Egypt/N09539/2009|EPI_ISL_74325|A_/_H5N1||2009-09-16	2.2
A/Egypt/N00585/2009|EPI_ISL_31723|A_/_H5N1||2009-01-23	2.2
A/chicken/Egypt/0920-NLQP/2009|EPI_ISL_61630|A_/_H5N1||2009-02-01	2.2
A/chicken/Egypt/102d/2010|EPI_ISL_190639|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/102d/2010|EPI_ISL_80437|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1034qd/2010|EPI_ISL_80447|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1020d/2010|EPI_ISL_80457|A_/_H5N1||2010-03-01	2.2
A/chicken/Egypt/11VIR4453-175/VRLCU/2010|EPI_ISL_101241|A_/_H5N1||2010-01-01	2.2
A/environment/Egypt/104swf/2010|EPI_ISL_80424|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/3982-44/2010|EPI_ISL_81500|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/0987alb-NLQP/2009|EPI_ISL_68223|A_/_H5N1||2009-05-12	2.2
A/chicken/Egypt/0987-NLQP/2009|EPI_ISL_68265|A_/_H5N1||2009-05-12	2.2
A/duck/Egypt/09274sm-NLQP/2009|EPI_ISL_71021|A_/_H5N1||2009-04-01	2.2
A/Egypt/N02039/2009|EPI_ISL_31727|A_/_H5N1||2009-03-03	2.2
A/Egypt/N04396/2009|EPI_ISL_31740|A_/_H5N1||2009-05-17	2.2
A/Egypt/N03228/2009|EPI_ISL_31731|A_/_H5N1||2009-03-30	2.2
A/Egypt/N03272/2009|EPI_ISL_31732|A_/_H5N1||2009-04-01	2.2
A/goose/Egypt/09324sm-NLQP/2009|EPI_ISL_71022|A_/_H5N1||2009-04-01	2.2
A/Egypt/N02407/2009|EPI_ISL_31728|A_/_H5N1||2009-03-09	2.2
A/Egypt/4935-NAMRU3/2009|EPI_ISL_120259|A_/_H5N1||2009-05-13	2.2
A/Egypt/N03439/2009|EPI_ISL_31735|A_/_H5N1||2009-04-18	2.2
A/Egypt/N04395/2009|EPI_ISL_31739|A_/_H5N1||2009-05-13	2.2
A/duck/Egypt/0918-NLQP/2009|EPI_ISL_61644|A_/_H5N1||2009-02-01	2.2
A/chicken/Egypt/0918-NLQP/2009|EPI_ISL_89657|A_/_H5N1||2009-02-01	2.2
A/Egypt/N01310/2009|EPI_ISL_31726|A_/_H5N1||2009-02-28	2.2
A/chicken/Egypt/09485s-NLQP/2009|EPI_ISL_71014|A_/_H5N1||2009-05-01	2.2
A/duck/Egypt/0972-NLQP/2009|EPI_ISL_61655|A_/_H5N1||2009-04-01	2.2
A/duck/Egypt/0984smf-NLQP/2009|EPI_ISL_75890|A_/_H5N1||2009-03-01	2.2
A/Egypt/N03438/2009|EPI_ISL_31734|A_/_H5N1||2009-04-16	2.2
A/Egypt/N11981/2009|EPI_ISL_74335|A_/_H5N1||2009-11-22	2.2
A/Egypt/N00605/2009|EPI_ISL_31724|A_/_H5N1||2009-02-03	2.2
A/chicken/Egypt/0894-NLQP/2008|EPI_ISL_30854|A_/_H5N1||2008-11-27	2.2
A/chicken/Egypt/0945-NLQP/2009|EPI_ISL_71005|A_/_H5N1||2009-03-01	2.2
A/duck/Egypt/N05804-CLEVB359/2008|EPI_ISL_182428|A_/_H5N1||2008-12-19	2.2
A/Egypt/N01360/2010|EPI_ISL_74305|A_/_H5N1||2010-02-02	2.2
A/chicken/Egypt/1058sf/2010|EPI_ISL_80461|A_/_H5N1||2010-03-01	2.2
A/duck/Egypt/09238sm-NLQP/2009|EPI_ISL_71020|A_/_H5N1||2009-03-01	2.2
A/goose/Egypt/0910sm-NLQP/2009|EPI_ISL_71016|A_/_H5N1||2009-01-01	2.2
A/duck/Egypt/0821S-NLQP/2008|EPI_ISL_30870|A_/_H5N1||2008-08-25	2.2
A/Egypt/N04830/2009|EPI_ISL_74315|A_/_H5N1||2009-05-29	2.2
A/duck/Egypt/0897-NLQP/2008|EPI_ISL_87291|A_/_H5N1||2008-12-01	2.2
A/chicken/Egypt/092-NLQP/2009|EPI_ISL_61629|A_/_H5N1||2009-01-01	2.2
A/Egypt/N04823/2009|EPI_ISL_31744|A_/_H5N1||2009-05-25	2.2
A/duck/Egypt/0990SM-NLQP/2009|EPI_ISL_61657|A_/_H5N1||2009-02-01	2.2
A/Egypt/N0423/2011|EPI_ISL_120281|A_/_H5N1||2011-01-01	2.2
A/chicken/Egypt/1123AL/2011|EPI_ISL_98121|A_/_H5N1||2011-04-26	2.2
A/Egypt/17692/2010|EPI_ISL_120315|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/1022L/2010|EPI_ISL_80464|A_/_H5N1||2010-05-01	2.2
A/chicken/Egypt/1038AL/2010|EPI_ISL_98196|A_/_H5N1||2010-08-05	2.2
A/chicken/Egypt/N05821-CLEVB621/2009|EPI_ISL_182430|A_/_H5N1||2009-12-02	2.2
A/chicken/Egypt/1012sf/2010|EPI_ISL_80442|A_/_H5N1||2010-02-01	2.2
A/Egypt/N04434/2010|EPI_ISL_74314|A_/_H5N1||2010-03-31	2.2
A/Egypt/N03072/2010|EPI_ISL_74313|A_/_H5N1||2010-03-07	2.2
A/Egypt/N01644/2010|EPI_ISL_74306|A_/_H5N1||2010-02-07	2.2
A/goose/Egypt/10209SF/2010|EPI_ISL_98207|A_/_H5N1||2010-06-09	2.2
A/duck/Egypt/N05818-CLEVB608/2010|EPI_ISL_182425|A_/_H5N1||2010-02-05	2.2
A/chicken/Egypt/2095-50/2010|EPI_ISL_81481|A_/_H5N1||2010-01-01	2.2
A/duck/Egypt/1025sf/2010|EPI_ISL_80453|A_/_H5N1||2010-02-15	2.2
A/duck/Egypt/09315s-NLQP/2009|EPI_ISL_71013|A_/_H5N1||2009-04-01	2.2
A/chicken/Egypt/101604v/2010|EPI_ISL_80444|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/10259SF/2010|EPI_ISL_98194|A_/_H5N1||2010-08-08	2.2
A/chicken/Egypt/0896-NLQP/2008|EPI_ISL_30855|A_/_H5N1||2008-12-24	2.2
A/goose/Egypt/0929-NLQP/2009|EPI_ISL_61659|A_/_H5N1||2009-02-01	2.2
A/duck/Egypt/09332sm-NLQP/2009|EPI_ISL_71023|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/1553-1/2010|EPI_ISL_81472|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/11VIR4453-40/VRLCU/2011|EPI_ISL_101244|A_/_H5N1||2011-01-01	2.2
A/chicken/Egypt/BSU-BS-R8/2009|EPI_ISL_155762|A_/_H5N1||2009-03-17	2.2
A/chicken/Egypt/BSU-BS-R10/2009|EPI_ISL_155764|A_/_H5N1||2009-03-24	2.2
A/chicken/Egypt/F8/2009|EPI_ISL_88204|A_/_H5N1||2009-03-24	2.2
A/equine/Egypt/av1/2009|EPI_ISL_73787|A_/_H5N1||2009-03-24	2.2
A/duck/Egypt/BSU-BS-R9/2009|EPI_ISL_155763|A_/_H5N1||2009-03-17	2.2
A/chicken/Egypt/1036/2010|EPI_ISL_80432|A_/_H5N1||2010-02-01	2.2
A/duck/Egypt/101565v/2010|EPI_ISL_80439|A_/_H5N1||2010-02-01	2.2
A/Egypt/N00269/2010|EPI_ISL_74303|A_/_H5N1||2010-01-11	2.2
A/chicken/Egypt/F7/2009|EPI_ISL_88203|A_/_H5N1||2009-03-17	2.2
A/duck/Egypt/10131/2010|EPI_ISL_98186|A_/_H5N1||2010-10-20	2.2
A/duck/Egypt/10185SS/2010|EPI_ISL_98206|A_/_H5N1||2010-06-10	2.2
A/duck/Egypt/103swf/2010|EPI_ISL_80423|A_/_H5N1||2010-01-01	2.2
A/environment/Egypt/105swf/2010|EPI_ISL_80425|A_/_H5N1||2010-01-01	2.2
A/duck/Egypt/0945smf-NLQP/2009|EPI_ISL_71024|A_/_H5N1||2009-02-01	2.2
A/Egypt/N00001/2009|EPI_ISL_31722|A_/_H5N1||2009-01-11	2.2
A/duck/Egypt/093-NLQP/2009|EPI_ISL_61648|A_/_H5N1||2009-01-12	2.2
A/duck/Egypt/0967smf-NLQP/2009|EPI_ISL_71025|A_/_H5N1||2009-02-01	2.2
A/goose/Egypt/09102smf-NLQP/2009|EPI_ISL_71026|A_/_H5N1||2009-03-01	2.2
A/Egypt/N02563/2009|EPI_ISL_31729|A_/_H5N1||2009-03-14	2.2
A/duck/Egypt/09339S-NLQP/2009|EPI_ISL_61649|A_/_H5N1||2009-04-01	2.2
A/Egypt/N04316/2009|EPI_ISL_31737|A_/_H5N1||2009-05-09	2.2
A/Egypt/N15262/2009|EPI_ISL_74343|A_/_H5N1||2009-12-01	2.2
A/goose/Egypt/09134sml/2009|EPI_ISL_80420|A_/_H5N1||2009-09-01	2.2
A/duck/Egypt/09349S-NLQP/2009|EPI_ISL_61650|A_/_H5N1||2009-04-01	2.2
A/Egypt/N04394/2009|EPI_ISL_31738|A_/_H5N1||2009-05-11	2.2
A/duck/Egypt/1022/2010|EPI_ISL_80427|A_/_H5N1||2010-01-01	2.2
A/duck/Egypt/0926-NLQP/2009|EPI_ISL_61647|A_/_H5N1||2009-02-01	2.2
A/chicken/Egypt/093smg-NLQP/2009|EPI_ISL_71027|A_/_H5N1||2009-01-01	2.2
A/chicken/Egypt/0915-NLQP/2009|EPI_ISL_71004|A_/_H5N1||2009-02-01	2.2
A/goose/Egypt/0912smg-NLQP/2009|EPI_ISL_71028|A_/_H5N1||2009-02-01	2.2
A/chicken/Egypt/0910-NLQP/2009|EPI_ISL_71002|A_/_H5N1||2009-01-01	2.2
A/Egypt/2621-NAMRU3/2007|EPI_ISL_11875|A_/_H5N1||2007-03-25	2.2
A/Egypt/2629-NAMRU3/2007|EPI_ISL_13028|A_/_H5N1||2007-03-29	2.2
A/duck/Egypt/0912-NLQP/2009|EPI_ISL_71003|A_/_H5N1||2009-02-01	2.2
A/chicken/Egypt/092L-NLQP/2009|EPI_ISL_71010|A_/_H5N1||2009-02-01	2.2
A/duck/Egypt/093L-NLQP/2009|EPI_ISL_61651|A_/_H5N1||2009-02-01	2.2
A/Egypt/N00606/2009|EPI_ISL_31725|A_/_H5N1||2009-02-07	2.2
A/duck/Egypt/0930smL-NLQP/2009|EPI_ISL_71029|A_/_H5N1||2009-02-01	2.2
A/Egypt/N05056/2009|EPI_ISL_31746|A_/_H5N1||2009-06-06	2.2
A/duck/Egypt/0970-NLQP/2009|EPI_ISL_71008|A_/_H5N1||2009-04-01	2.2
A/Egypt/N04527/2009|EPI_ISL_31742|A_/_H5N1||2009-05-18	2.2
A/Egypt/N03450/2009|EPI_ISL_31736|A_/_H5N1||2009-04-19	2.2
A/duck/Egypt/0969smL-NLQP/2009|EPI_ISL_71031|A_/_H5N1||2009-05-01	2.2
A/Egypt/N02752/2009|EPI_ISL_31730|A_/_H5N1||2009-03-24	2.2
A/Egypt/0636-NAMRU3/2007|EPI_ISL_11410|A_/_H5N1||2007-01-01	2.2
A/chicken/Egypt/9400NAMRU3-CLEVB211/2007|EPI_ISL_14125|A_/_H5N1||2007-01-01	2.2
A/Egypt/2289-NAMRU3/2008|EPI_ISL_24870|A_/_H5N1||2008-03-02	2.2
A/Egypt/2546-NAMRU3/2008|EPI_ISL_24872|A_/_H5N1||2008-03-08	2.2
A/chicken/Egypt/0847-NLQP/2008|EPI_ISL_30844|A_/_H5N1||2008-01-18	2.2
A/Egypt/1394-NAMRU3/2007|EPI_ISL_11866|A_/_H5N1||2007-02-05	2.2
A/duck/Egypt/R5/2007|EPI_ISL_13612|A_/_H5N1||2007-02-20	2.2
A/chicken/Egypt/R2/2007|EPI_ISL_13609|A_/_H5N1||2007-01-01	2.2
A/Egypt/2631-NAMRU3/2007|EPI_ISL_13030|A_/_H5N1||2007-03-30	2.2
A/chicken/Egypt/R3/2007|EPI_ISL_13610|A_/_H5N1||2007-02-01	2.2
A/goose/Egypt/R4/2007|EPI_ISL_13611|A_/_H5N1||2007-02-01	2.2
A/chicken/Egypt/R6/2007|EPI_ISL_13613|A_/_H5N1||2007-02-26	2.2
A/turkey/Egypt/F2/2006|EPI_ISL_13603|A_/_H5N1||2006-03-01	2.2
A/Egypt/2256-NAMRU3/2007|EPI_ISL_11870|A_/_H5N1||2007-03-10	2.2
A/chicken/Egypt/9396NAMRU3-CLEVB187/2007|EPI_ISL_14121|A_/_H5N1||2007-01-01	2.2
A/chicken/Egypt/9397NAMRU3-CLEVB188/2007|EPI_ISL_14122|A_/_H5N1||2007-01-01	2.2
A/chicken/Egypt/1063/2010|EPI_ISL_80436|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1063/2010|EPI_ISL_190643|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/10159s/2010|EPI_ISL_80462|A_/_H5N1||2010-03-01	2.2
A/chicken/Egypt/1052S-NLQP/2010|EPI_ISL_71033|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1052s/2010|EPI_ISL_80440|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/10116s/2010|EPI_ISL_80448|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/Q1112E/2010|EPI_ISL_151966|A_/_H5N1||2010-01-27	2.2
A/chicken/Egypt/1098/2010|EPI_ISL_98201|A_/_H5N1||2010-07-19	2.2
A/chicken/Egypt/ME1010/2016|EPI_ISL_327582|A_/_H5N1||2016-09-01	2.2
A/chicken/Egypt/Q1995D/2010|EPI_ISL_97153|A_/_H5N1||2010-07-23	2.2
A/chicken/Egypt/Q1995A/2010|EPI_ISL_151977|A_/_H5N1||2010-07-23	2.2
A/chicken/Egypt/Q2247A/2010|EPI_ISL_151944|A_/_H5N1||2010-09-29	2.2
A/chicken/Egypt/Q2247B/2010|EPI_ISL_151978|A_/_H5N1||2010-09-29	2.2
A/chicken/Egypt/10158SF/2010|EPI_ISL_98209|A_/_H5N1||2010-04-29	2.2
A/chicken/Egypt/Q1184B/2010|EPI_ISL_151939|A_/_H5N1||2010-02-15	2.2
A/chicken/Egypt/1553-6/2010|EPI_ISL_81473|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/3982-50/2010|EPI_ISL_81501|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/Q1182/2010|EPI_ISL_103200|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/Q1118D/2010|EPI_ISL_151931|A_/_H5N1||2010-01-27	2.2
A/chicken/Egypt/Q1182E/2010|EPI_ISL_151941|A_/_H5N1||2010-02-03	2.2
A/chicken/Egypt/Q1397D/2010|EPI_ISL_151975|A_/_H5N1||2010-03-20	2.2
A/chicken/Egypt/Fadllah-7/2014|EPI_ISL_182440|A_/_H5N1||2014-11-01	2.2
A/chicken/Egypt/095723v/2009|EPI_ISL_80418|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/09519S-NLQP/2009|EPI_ISL_61633|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/095941v-NLQP/2009|EPI_ISL_71032|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/095941v/2009|EPI_ISL_80419|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/1/2009|EPI_ISL_103197|A_/_H5N1||2009-01-01	2.2
A/chicken/Sharkia/CAI38/2009|EPI_ISL_129855|A_/_H5N1||2009-05-20	2.2
A/chicken/Egypt/F10/2009|EPI_ISL_88206|A_/_H5N1||2009-06-10	2.2
A/chicken/Egypt/0977-NLQP/2009|EPI_ISL_61642|A_/_H5N1||2009-04-01	2.2
A/chicken/Egypt/09567s-NLQP/2009|EPI_ISL_71015|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/09277s-NLQP/2009|EPI_ISL_71012|A_/_H5N1||2009-04-01	2.2
A/chicken/Egypt/N05807-CLEVB459/2009|EPI_ISL_182431|A_/_H5N1||2009-03-01	2.2
A/chicken/Egypt/N05811-CLEVB521/2009|EPI_ISL_182432|A_/_H5N1||2009-04-18	2.2
A/chicken/Egypt/096293V-NLQP/2009|EPI_ISL_61637|A_/_H5N1||2009-05-01	2.2
A/chicken/Sharkia/CAI3/2009|EPI_ISL_129836|A_/_H5N1||2009-09-01	2.2
A/chicken/Egypt/N05808-CLEVB465/2009|EPI_ISL_182426|A_/_H5N1||2009-03-22	2.2
A/chicken/Egypt/096767V-NLQP/2009|EPI_ISL_61640|A_/_H5N1||2009-05-01	2.2
A/duck/Egypt/09244F-NLQP/2009|EPI_ISL_61646|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/2095-46/2010|EPI_ISL_81479|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/3982-3/2010|EPI_ISL_81488|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/3982-13/2010|EPI_ISL_81494|A_/_H5N1||2010-03-07	2.2
A/chicken/Egypt/2095-49/2010|EPI_ISL_81480|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/3982-4/2010|EPI_ISL_81489|A_/_H5N1||2010-01-15	2.2
A/chicken/Egypt/113Q/2011|EPI_ISL_117763|A_/_H5N1||2011-07-26	2.2
A/chicken/Egypt/13VIR952/2011|EPI_ISL_179654|A_/_H5N1||2011-05-03	2.2
A/chicken/Egypt/1553-28/2010|EPI_ISL_81477|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/6-A/2010|EPI_ISL_74793|A_/_H5N1||2010-03-20	2.2
A/chicken/Egypt/2095-65/2010|EPI_ISL_81482|A_/_H5N1||2010-01-31	2.2
A/chicken/Israel/65/2010|EPI_ISL_76113|A_/_H5N1||2010-01-25	2.2
A/duck/El_Fayoum/CAI9/2010|EPI_ISL_129817|A_/_H5N1||2010-03-01	2.2
A/duck/El_Fayoum/CAI1/2010|EPI_ISL_129835|A_/_H5N1||2010-03-01	2.2
A/chicken/Egypt/20-16/2009|EPI_ISL_74800|A_/_H5N1||2009-06-01	2.2
A/chicken/Egypt/18-H/2009|EPI_ISL_74801|A_/_H5N1||2009-06-01	2.2
A/chicken/Egypt/Q1011/2010|EPI_ISL_103198|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/Q1185/2010|EPI_ISL_103199|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/Q1090E/2010|EPI_ISL_151963|A_/_H5N1||2010-01-13	2.2
A/chicken/Egypt/Q1089E/2010|EPI_ISL_151970|A_/_H5N1||2010-01-13	2.2
A/chicken/Egypt/3982-52/2010|EPI_ISL_81502|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/1041AG/2010|EPI_ISL_98214|A_/_H5N1||2010-01-27	2.2
A/chicken/Egypt/1071g/2010|EPI_ISL_80445|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/3982-43/2010|EPI_ISL_81499|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/0963S-NLQP/2009|EPI_ISL_61639|A_/_H5N1||2009-02-01	2.2
A/duck/Egypt/0955-NLQP/2009|EPI_ISL_61652|A_/_H5N1||2009-03-01	2.2
A/chicken/Egypt/116AD/2011|EPI_ISL_98143|A_/_H5N1||2011-03-01	2.2
A/chicken/Egypt/115AD/2011|EPI_ISL_98146|A_/_H5N1||2011-02-26	2.2
A/chicken/Egypt/11VIR4453-9/VRLCU/2010|EPI_ISL_101239|A_/_H5N1||2010-01-01	2.2
A/poultry/Egypt/4794-18/2010|EPI_ISL_81507|A_/_H5N1||2010-01-01	2.2
A/poultry/Egypt/4794-17/2010|EPI_ISL_81506|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/1553-13/2010|EPI_ISL_81474|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1085/2010|EPI_ISL_98210|A_/_H5N1||2010-04-28	2.2
A/chicken/Egypt/2095-68/2010|EPI_ISL_81483|A_/_H5N1||2010-01-11	2.2
A/chicken/Egypt/8-C/2010|EPI_ISL_74792|A_/_H5N1||2010-03-20	2.2
A/chicken/Egypt/10127s/2010|EPI_ISL_80441|A_/_H5N1||2010-02-01	2.2
A/duck/Egypt/3982-21/2010|EPI_ISL_81498|A_/_H5N1||2010-07-02	2.2
A/chicken/Egypt/10265s/2010|EPI_ISL_80463|A_/_H5N1||2010-04-01	2.2
A/duck/Egypt/1017/2010|EPI_ISL_80426|A_/_H5N1||2010-01-18	2.2
A/chicken/Egypt/1042/2010|EPI_ISL_80433|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/2095-73/2010|EPI_ISL_81485|A_/_H5N1||2010-03-25	2.2
A/chicken/Egypt/3982-78/2010|EPI_ISL_81505|A_/_H5N1||2010-02-02	2.2
A/turkey/Israel/362/2011|EPI_ISL_96806|A_/_H5N1||2011-03-06	2.2
A/chicken/Egypt/2095-70/2010|EPI_ISL_81484|A_/_H5N1||2010-03-23	2.2
A/chicken/Egypt/2095-75/2010|EPI_ISL_81486|A_/_H5N1||2010-03-27	2.2
A/chicken/Egypt/Q1769B/2010|EPI_ISL_151937|A_/_H5N1||2010-05-30	2.2
A/chicken/Egypt/2095-39/2010|EPI_ISL_81478|A_/_H5N1||2010-02-01	2.2
A/chicken/Egypt/1553-26/2010|EPI_ISL_81476|A_/_H5N1||2010-01-01	2.2
A/chicken/Egypt/09568S-NLQP/2009|EPI_ISL_61635|A_/_H5N1||2009-05-01	2.2
A/chicken/Egypt/10112SG/2010|EPI_ISL_98204|A_/_H5N1||2010-06-26	2.2
A/chicken/Egypt/10512AG/2010|EPI_ISL_98183|A_/_H5N1||2010-11-22	2.2
A/chicken/Egypt/3982-14/2010|EPI_ISL_81495|A_/_H5N1||2010-04-21	2.2
A/chicken/Egypt/09534S-NLQP/2009|EPI_ISL_61634|A_/_H5N1||2009-05-08	2.2
A/chicken/Egypt/VSVRI/2009|EPI_ISL_80880|A_/_H5N1||2009-09-01	2.2
A/chicken/Menofia/CAI10/2010|EPI_ISL_129841|A_/_H5N1||2010-09-01	2.2
A/chicken/Menofia/CAI39/2010|EPI_ISL_129856|A_/_H5N1||2010-03-03	2.2
A/chicken/Menofia/CAI36/2010|EPI_ISL_129854|A_/_H5N1||2010-04-21	2.2
A/chicken/Menofia/CAI35/2010|EPI_ISL_129853|A_/_H5N1||2010-04-21	2.2
A/chicken/Egypt/0962-NLQP/2009|EPI_ISL_71007|A_/_H5N1||2009-03-01	2.2
A/chicken/Menofia/CAI29/2009|EPI_ISL_129825|A_/_H5N1||2009-10-01	2.2
A/chicken/Egypt/YA_22/2011|EPI_ISL_328162|A_/_H5N1||2011-01-01	2.2
A/chicken/Menofia/CAI30/2010|EPI_ISL_129826|A_/_H5N1||2010-03-01	2.2
A/chicken/Egypt/1NLQP-CLEVB331/2008|EPI_ISL_28758|A_/_H5N1||2008-06-15	2.2
A/chicken/Egypt/0882-NLQP/2008|EPI_ISL_70997|A_/_H5N1||2008-06-01	2.2
A/chicken/Egypt/0879-NLQP/2008|EPI_ISL_30852|A_/_H5N1||2008-05-14	2.2
A/turkey/Egypt/AR1507/2016|EPI_ISL_232490|A_/_H5N1||2016-01-15	2.2
A/chicken/Egypt/2NLQP-CLEVB330/2008|EPI_ISL_28759|A_/_H5N1||2008-06-15	2.2
A/chicken/Egypt/3NLQP-CLEVB325/2008|EPI_ISL_28760|A_/_H5N1||2008-06-02	2.2
A/chicken/Sharkia/CAI16/2009|EPI_ISL_129820|A_/_H5N1||2009-06-01	2.2
A/chicken/Giza/CAI22/2008|EPI_ISL_129849|A_/_H5N1||2008-06-30	2.2
A/Egypt/3300-NAMRU3/2008|EPI_ISL_24874|A_/_H5N1||2008-04-11	2.2
A/chicken/Egypt/7NLQP-CLEVB305/2008|EPI_ISL_28764|A_/_H5N1||2008-04-25	2.2
A/chicken/Egypt/0880-NLQP/2008|EPI_ISL_30869|A_/_H5N1||2008-05-18	2.2
A/chicken/Egypt/0876-NLQP/2008|EPI_ISL_30851|A_/_H5N1||2008-04-06	2.2
A/chicken/Egypt/G3H4-NLQP/2008|EPI_ISL_89656|A_/_H5N1||2008-03-01	2.2
A/chicken/Egypt/RIMD4-3/2008|EPI_ISL_90385|A_/_H5N1||2008-02-01	2.2
A/chicken/Menofia/CAI43/2009|EPI_ISL_129833|A_/_H5N1||2009-05-25	2.2
A/chicken/Qalubia/CAI14/2008|EPI_ISL_129843|A_/_H5N1||2008-03-01	2.2
A/chicken/Qalubia/CAI21/2008|EPI_ISL_129848|A_/_H5N1||2008-06-30	2.2
A/chicken/Egypt/37-1/2008|EPI_ISL_74795|A_/_H5N1||2008-07-02	2.2
A/chicken/Egypt/33-1/2008|EPI_ISL_74799|A_/_H5N1||2008-07-02	2.2
